Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común A2 / Técnico;149;tec-comun-t13_14;Respecto a la Salud Mental (Linea 11), el Pacto Vasco de Salud pone el foco en:;La promocion del bienestar emocional y la deteccion precoz, especialmente en jovenes.;El aislamiento preventivo de las personas con trastornos mentales graves.;La medicalizacion sistematica de cualquier malestar emocional de la ciudadania.;La reduccion de la plantilla de psicologia en los centros de salud primaria.;D;A;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Linea 11 sobre Salud Mental prioriza la promocion del bienestar emocional y la deteccion precoz, con especial enfasis en jovenes y adolescentes.
Común A2 / Técnico;150;tec-comun-t13_15;La Linea Estrategica 18 sobre Digitalizacion en Salud del Pacto Vasco de Salud busca la transformacion digital para:;Reemplazar al personal sanitario por sistemas de inteligencia artificial autonomos.;Eliminar el papel de todos los archivos historicos sin digitalizar previamente.;Facilitar la accesibilidad, la personalizacion de la atencion y la eficiencia organizativa.;Crear una base de datos publica con el historial clinico de toda la ciudadania.;D;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Linea 18 de Digitalizacion persigue facilitar la accesibilidad de la ciudadania, personalizar la atencion sanitaria y mejorar la eficiencia organizativa del sistema.
Común A2 / Técnico;152;tec-comun-t14_2;El principio hipocratico al que se hace referencia en la Estrategia de Seguridad del Paciente 20-30, y que la ciudadania asume que se verifica en el transcurso de la actividad asistencial, es:;Salus populi suprema lex esto (la salud del pueblo es la ley suprema).;Corpus sanum in mente sana (mente sana en cuerpo sano).;Lex artis ad hoc (ley del arte para el caso).;Primum non nocere (primero no hacer daño).;B;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Estrategia hace referencia al principio hipocratico Primum non nocere (primero no hacer daño) como el principio basico que la ciudadania asume que rige la actividad asistencial.
Común A2 / Técnico;159;tec-comun-t14_9;El capitulo de Formacion de la Estrategia de Seguridad del Paciente 20-30 señala que las organizaciones comprometidas orientan sus esfuerzos a aumentar la formacion en los llamados:;Factores humanos o factores no tecnicos.;Factores biomedicos y patofisiologicos.;Factores economicos y de sostenibilidad.;Factores organizativos de Osakidetza.;C;A;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Estrategia señala que las organizaciones comprometidas con la seguridad orientan sus esfuerzos formativos hacia los factores humanos o factores no tecnicos, como trabajo en equipo, comunicacion y liderazgo.
Común A2 / Técnico;162;tec-comun-t15_2;Una de las metas del II Plan para la Igualdad de Mujeres y Hombres en Osakidetza es la CAPACITACION EN IGUALDAD. Cual es su objetivo principal?;Reducir la brecha de genero en investigacion en un 4%.;Conseguir que todas las personas trabajadoras de Osakidetza conozcan el Plan y el Protocolo de Acoso.;Reducir a la mitad las categorias con brecha retributiva superior al 5%.;Garantizar la formacion basica, progresiva, permanente y obligatoria de todo el personal de Osakidetza.;B;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;II Plan Igualdad Osakidetza 2025-2028: La meta de CAPACITACIÓN tiene como objetivo garantizar que el 100% del personal directivo reciba formación en igualdad durante la vigencia del plan. La D recoge correctamente el contenido de esta meta. Respuesta D.
Común A2 / Técnico;171;tec-comun-t15_11;En atencion al III Plan de Normalizacion del Uso del Euskera en Osakidetza 2022-2028, señale la respuesta correcta:;Aukeratu zeure hizkuntza/Elige tu lengua es el lema de la campaña llevada a cabo en 2017.;Se atribuye a todas las direcciones y gerencias de Osakidetza la responsabilidad de realizar la campaña con ese lema.;Aukeratu zeure hizkuntza/Elige tu lengua es el lema de la campaña que realizara Osakidetza durante el primer año de planificacion.;Aukeratu zeure hizkuntza/Elige tu lengua es el lema de la campaña que realizara Osakidetza durante el tercer año de planificacion.;B;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;III Plan Euskera Osakidetza 2022-2028: Los perfiles lingüísticos de los puestos de trabajo son requisitos de acreditación del nivel de euskera necesario para cada puesto. La C recoge correctamente la función y naturaleza de los perfiles lingüísticos. Respuesta C.
Común A2 / Técnico;180;tec-comun-t15_20;La Mision del Plan Oncologico Integral de Euskadi (POIE) 2025-2030 busca generar valor a la ciudadania vasca en terminos de:;Mayor financiacion externa para I+D.;Menores listas de espera y mas personal asistencial.;Mejores resultados en salud.;Una mayor supervivencia a los 10 años en todos los tumores.;D;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Mision del POIE 2025-2030 se orienta a generar valor a la ciudadania vasca en terminos de mejores resultados en salud, abarcando prevencion, diagnostico precoz, tratamiento y supervivencia.
Común A2 / Técnico;184;tec-comun-t15_24;El POIE 2025-2030 se alinea con el Plan de Salud de Euskadi 2030. Cual de las siguientes es una de las prioridades estrategicas de dicho Plan de Salud mencionadas en el documento?;Creacion de una red de servicios privados de salud.;Aumentar la esperanza de vida a 90 años.;Reducir la morbimortalidad evitable y disminuir las desigualdades en salud.;Eliminacion total del cancer infantil antes de 2030.;B;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Una de las prioridades del Plan de Salud de Euskadi 2030 con la que se alinea el POIE es reducir la morbimortalidad evitable y disminuir las desigualdades en salud.
Común A2 / Técnico;187;tec-comun-t16_3;Segun la LO 3/2021, de regulacion de la eutanasia, que concepto define la ley como la administracion directa a la persona paciente de una sustancia por parte del personal sanitario competente?;Suicidio medicamente asistido.;Sedacion paliativa profunda.;Eutanasia.;Asistencia para morir.;A;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Art. 3.b) LO 3/2021 define la eutanasia como la administracion directa al paciente de una sustancia por parte del personal sanitario competente que provoca su muerte de forma directa e intencionada.
Común A2 / Técnico;193;tec-comun-t16_9;Cual es el principio general que establece la Ley 53/1984, de 26 de diciembre, de Incompatibilidades del personal al servicio de las Administraciones Publicas?;La libre acumulacion de empleos publicos.;La incompatibilidad para desempeñar mas de un puesto en el sector publico, salvo excepciones.;La compatibilidad automatica entre empleo publico y privado.;La compatibilidad solo en el ambito sanitario.;C;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 14 Ley 53/1984: El ejercicio de actividades privadas requiere la previa autorización de compatibilidad, que se denegará cuando el ejercicio sea directamente contrario a las funciones públicas. La A recoge correctamente este principio. Respuesta A.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;200;tec-comun-t16_16;La finalidad principal de la Ley 53/1984, de 26 de diciembre, de Incompatibilidades del personal al servicio de las Administraciones Publicas, es:;Incrementar los ingresos del personal publico.;Garantizar la dedicacion y la imparcialidad en el servicio publico.;Permitir la pluriactividad generalizada.;Reducir el numero de personal publico.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 14 Ley 53/1984: El ejercicio de actividades privadas requiere la previa autorización de compatibilidad, que se denegará cuando el ejercicio sea directamente contrario a las funciones públicas. La A recoge correctamente este principio. Respuesta A.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
