Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaIA;RespuestaApp;RespuestaUGT;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Confianza;Estado;Acción;Explicación_app
Auxiliar Administrativo (específico);153;aux-e02_23;Según la Ley 39/2015, la lengua de los procedimientos tramitados por la Administración General del Estado será:;La lengua cooficial del territorio.;El castellano o la lengua cooficial elegida por el interesado.;Exclusivamente el castellano.;La que determine el órgano competente.;B;B;C;B;B;No;55.2%;UGT Outlier (Protegido);SPOT-CHECK: App=UGT pero otra academia discrepa;Art. 15.1 Ley 39/2015: La lengua de los procedimientos tramitados por la AGE será EL CASTELLANO O LA LENGUA COOFICIAL DE LA CCAA elegida por el interesado. No exclusivamente el castellano (c). Respuesta B.
Auxiliar Administrativo (específico);179;aux-e04_8;Según la Ley 39/2015, el plazo máximo para resolver el recurso potestativo de reposición será de:;Un mes.;Dos meses.;Tres meses.;Seis meses.;A;A;B;A;A;No;55.2%;UGT Outlier (Protegido);SPOT-CHECK: App=UGT pero otra academia discrepa;Art. 124.2 Ley 39/2015: El plazo máximo para dictar y notificar la resolución del recurso de reposición será de UN MES. Transcurrido sin resolución, se entiende desestimado. Respuesta A.
Técnico Superior Administrativo (específico);1;tec-t01_1;En relación con el nombramiento del Gobierno, diga cuál de estas afirmaciones es cierta:;La Presidencia del Gobierno es nombrada por el Congreso de los Diputados.;Las demás personas integrantes del Gobierno son nombradas por la persona que ostenta la Presidencia.;El Rey nombrará a la persona que ostente la Presidencia y a las demás personas que integren el Gobierno.;La Presidencia es nombrada por el Rey, y las demás personas integrantes del Gobierno son nombradas por quien ostenta la Presidencia del Gobierno.;D;D;D;C;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Art. 100 CE: los demás miembros del Gobierno serán nombrados y separados por el Rey, a propuesta de su Presidente.
Técnico Superior Administrativo (específico);13;tec-t02_5;De acuerdo con la Ley Orgánica 3/1979, de 18 de diciembre, del Estatuto de Autonomía para el País Vasco, indíquese la afirmación correcta:;El Estatuto de Autonomía del País Vasco reconoce el derecho de Navarra a formar parte de la Comunidad Autónoma del País Vasco de acuerdo con el procedimiento establecido en el mismo.;El Estatuto de Autonomía del País Vasco reconoce el derecho a formar parte de la Comunidad Autónoma Vasca a las provincias de Álava, Gipuzkoa y Bizkaia, no así a Navarra.;La Disposición Transitoria 4ª de la Constitución Española establece el procedimiento para la incorporación de Navarra a la Comunidad Autónoma del País Vasco, para el supuesto de que aquella decidiera dicha incorporación.;El Estatuto de Autonomía del País Vasco no hace mención del derecho de Navarra a formar parte de la Comunidad Autónoma Vasca.;C;C;A;C;?;No;36.3%;UGT Outlier (Protegido);SPOT-CHECK: App=UGT pero otra academia discrepa;La DT 4ª CE prevé el procedimiento por el que Navarra podría incorporarse al País Vasco si así lo decidiesen sus órganos forales y lo ratificase el pueblo navarro.
Técnico Superior Administrativo (específico);26;tec-t02_18;De acuerdo con el Estatuto de Autonomía del País Vasco, los convenios con otras Comunidades Autónomas para la gestión y prestación de servicios propios de la exclusiva competencia de estas:;Entrarán automáticamente en vigor una vez celebrados.;Deberán ser comunicados a las Cortes Generales para su autorización.;Deberán ser comunicados a las Cortes Generales, y entrarán en vigor si transcurridos 15 días no se hubieran manifestado reparos al mismo.;Deberán ser comunicados a las Cortes Generales antes de su entrada en vigor.;D;D;D;B;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Art. 22 EAPV: los convenios de colaboración con otras CCAA para gestión de servicios deben comunicarse a las Cortes Generales antes de su entrada en vigor, sin que se requiera autorización expresa.
Técnico Superior Administrativo (específico);27;tec-t02_19;En relación con el Ararteko, diga cuál de estas afirmaciones es FALSA:;La persona titular del Ararteko es designada por el Parlamento Vasco.;La persona titular del Ararteko es designada para periodos de 8 años, no pudiendo ser reelegible.;La persona titular del Ararteko dará cuenta al Parlamento de sus actividades en un informe anual.;La persona titular del Ararteko es independiente y autónoma en su funcionamiento de la Defensoría del Pueblo.;B;B;B;D;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;La Ley 3/1985 establece un mandato de 5 años (no 8), con posibilidad de reelección por una sola vez. La opción B es falsa en cuanto a la duración del mandato.
Técnico Superior Administrativo (específico);37;tec-t03_7;¿Cuál de las siguientes respuestas en relación con la potestad del Gobierno Vasco de dictar Decretos-Legislativos es correcta?;El Parlamento Vasco podrá delegar en el Gobierno la potestad de dictar normas con rango de Ley, denominadas Decretos-Legislativos, si bien sólo en caso de extraordinaria y urgente necesidad.;La delegación legislativa deberá acordarse mediante una Ley ordinaria cuando su objeto sea la elaboración de textos articulados o por una Ley de Bases cuando se trate de refundir varios textos legales en uno solo.;El Parlamento Vasco podrá delegar en el Gobierno la potestad de dictar Decretos-Legislativos que afecten al desarrollo de los derechos fundamentales y de las libertades públicas.;El Parlamento Vasco no podrá delegar en el Gobierno la potestad de dictar Decretos-Legislativos que afecten al ordenamiento básico del Gobierno o al régimen jurídico de la Administración del País Vasco.;D;D;A;D;?;No;36.3%;UGT Outlier (Protegido);SPOT-CHECK: App=UGT pero otra academia discrepa;Ley 7/1981: la delegación legislativa no puede afectar al ordenamiento básico del Gobierno ni al régimen jurídico de la Administración vasca. Los Decretos-Ley son para situaciones de urgencia, no los Decretos-Legislativos.
Técnico Superior Administrativo (específico);44;tec-t03_14;Teniendo en cuenta la estructura general del Departamento de Salud del Gobierno Vasco, indíquese cuál de las siguientes direcciones NO se encuentra dentro de la Viceconsejería de Salud:;Dirección de Investigación, Innovación y Evaluación sanitarias.;Dirección de Salud Pública y Adicciones.;Dirección de Farmacia.;Dirección de Transformación, Planificación y Digitalización en Salud.;C;C;D;C;?;No;36.3%;UGT Outlier (Protegido);SPOT-CHECK: App=UGT pero otra academia discrepa;Decreto 319/2024: la Dirección de Farmacia depende de la Viceconsejería de Administración y Financiación Sanitarias, no de la Viceconsejería de Salud.
Técnico Superior Administrativo (específico);99;tec-t04_47;Conforme a la Ley 40/2015, el principio non bis in ídem implica que:;No puedan sancionarse hechos distintos, aunque protejan el mismo bien jurídico.;No puedan imponerse sanciones administrativas cuando exista cualquier actuación judicial.;No puedan sancionarse los mismos hechos cuando exista identidad de sujeto, hecho y fundamento.;No puedan imponerse sanciones administrativas si la persona infractora es empleada pública.;C;C;C;B;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Art. 31 Ley 40/2015: el principio non bis in ídem prohíbe sancionar los mismos hechos a la misma persona con el mismo fundamento jurídico por parte de varias Administraciones o del mismo órgano.
Técnico Superior Administrativo (específico);112;tec-t05_12;Según la Ley 9/2017, en relación con la perfección de los contratos del sector público, indique cuál es la opción correcta:;Se perfeccionan con su formalización.;Se perfeccionan con su adjudicación.;Se perfeccionan con la aprobación del gasto.;Se perfeccionan con su publicación en el perfil de contratante.;B;B;B;A;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Art. 36 Ley 9/2017: los contratos del sector público se perfeccionan con su adjudicación, sin perjuicio de la necesaria formalización posterior en documento administrativo.
Técnico Superior Administrativo (específico);143;tec-t05_43;Conforme al acuerdo regulador de condiciones de trabajo en Osakidetza, en relación con la compensación por horas en exceso, diga cuál de estas afirmaciones es FALSA:;Las horas en exceso realizadas en periodo nocturno se compensarán a razón de dos horas por cada hora trabajada.;Las horas en exceso realizadas en día laborable en periodo diurno se compensarán a razón de hora y media por cada hora trabajada.;La compensación horaria se contabilizará trimestralmente pudiendo disfrutarse la misma dentro del mes siguiente a la fecha de cómputo.;La elección del momento del disfrute deberá acordarse con la Dirección de la organización de servicios correspondiente.;C;C;C;B;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Acuerdo regulador Osakidetza: la compensación horaria se contabiliza mensualmente (no trimestralmente), pudiendo disfrutarse dentro del mes siguiente al del cómputo. La opción C es falsa por indicar cómputo trimestral.
Técnico Superior Administrativo (específico);145;tec-t05_45;En relación con la plantilla de Osakidetza-Servicio Vasco de Salud, diga cuál de estas afirmaciones es cierta:;La plantilla funcional de cada organización de servicios se aprobará por la Dirección General de Osakidetza.;Las resoluciones por las que se aprueban las plantillas funcionales de cada organización de servicios se publicarán en el Boletín Oficial del País Vasco y en la intranet corporativa de Osakidetza.;La Plantilla Estructural de Osakidetza está constituida por el total de efectivos del conjunto de las organizaciones de servicios que integran el Ente Público.;La aprobación de la plantilla funcional de cada organización de servicios requiere el previo acuerdo con la representación del personal.;C;C;C;B;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Acuerdo regulador Osakidetza: la Plantilla Estructural está constituida por el total de efectivos de todas las organizaciones de servicios que integran Osakidetza-Servicio Vasco de Salud.
Técnico Superior Administrativo (específico);148;tec-t05_48;Conforme al Acuerdo regulador de Osakidetza, los permisos concedidos por asuntos propios:;No darán lugar a retribución alguna, y su duración acumulada no podrá exceder de dos meses cada dos años.;No darán lugar a retribución alguna, y su duración acumulada no podrá exceder de cuatro meses cada dos años.;Si son para la realización de estudios oficiales, se podrán conceder hasta dos meses continuados por una sola vez y con una periodicidad anual.;Si son para la realización de estudios oficiales, se podrán conceder hasta cuatro meses continuados por una sola vez y con una periodicidad anual.;B;B;B;C;?;No;64.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Acuerdo regulador Osakidetza: los permisos por asuntos propios no son retribuidos y su duración acumulada no podrá exceder de cuatro meses cada dos años.
Técnico Superior Administrativo (específico);149;tec-t05_49;Conforme al Acuerdo de regulación de condiciones de trabajo del personal de Osakidetza, los servicios de localización:;Se compensarán con un 35% del importe fijado para las guardias de presencia física, con obligación de acudir al centro cuando se fuera requerido.;Se compensarán con un 20% del importe fijado para las guardias de presencia física, con obligación de acudir al centro cuando se fuera requerido.;Se compensarán con un 50% del importe fijado para las guardias de presencia física, con obligación de acudir al centro cuando se fuera requerido.;Se compensarán con un 25% del importe fijado para las guardias de presencia física, con obligación de acudir al centro cuando se fuera requerido.;D;D;C;D;?;No;36.3%;UGT Outlier (Protegido);SPOT-CHECK: App=UGT pero otra academia discrepa;Acuerdo regulador Osakidetza (Decreto 235/2007): los servicios de localización se compensarán con un 25% del importe establecido para las guardias de presencia física, con obligación de acudir al centro cuando se requiera.
Técnico Superior Administrativo (específico);375;tec-analisis-financiero_5;Al tiempo promedio que tarda en recuperarse una unidad monetaria invertida se le denomina:;Período medio de maduración financiero.;Período medio de maduración económico.;Período medio de cobro.;Período medio de pago.;?;B;B;A;?;No;41.3%;Estable (IA);SPOT-CHECK: App=UGT pero otra academia discrepa;Al tiempo promedio que tarda en recuperarse una unidad monetaria invertida en el ciclo de explotación se le denomina Período Medio de Maduración ECONÓMICO (PMMe). El PMM financiero descuenta el período de pago a proveedores.
