Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común C2 (AUX + ADM);100;comun-t04_31;En el ámbito de una organización de servicios sanitarios del ente público Osakidetza-Servicio Vasco de Salud, presidir los Consejos Técnicos de participación profesional y promover su eficaz funcionamiento es una tarea que corresponde a:;La Dirección General del Ente.;Quien ostente la titularidad de la Dirección-Gerencia del Ente.;La Dirección Médica del Ente.;Ninguna de las anteriores.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997: La presidencia de los Consejos Técnicos de participación profesional y promover su eficaz funcionamiento corresponde a 'quien ostente la titularidad de la DIRECCIÓN-GERENCIA del Ente.' Respuesta B.
Común C2 (AUX + ADM);107;comun-t04_38;Según el Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, para que una OSI sea clasificada como de Tipo III debe integrar, junto con servicios de atención primaria, un hospital de carácter general y tener una base poblacional atendida inferior a:;500.000 habitantes.;200.000 habitantes.;300.000 habitantes.;100.000 habitantes.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 4 Decreto 100/2018: Las OSI de Tipo III integran atención primaria con hospital general y tienen una base poblacional atendida inferior a 200.000 habitantes. Respuesta B.
Común C2 (AUX + ADM);108;comun-t04_39;Según el Artículo 5 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿cuáles son los tres órganos de participación que conforman la estructura organizativa de las OSI?;El Consejo de Dirección, el Comité Ejecutivo y el Comité de Ética Asistencial.;El Consejo Clínico Asistencial, el Consejo Social y la Comisión Sociosanitaria.;La Comisión de Seguridad, la Comisión de Docencia y la Comisión de Investigación.;El Consejo de Dirección, el Consejo Social y el Comité de Evaluación.;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 5 Decreto 100/2018: Los tres órganos de participación de las OSI son: el Consejo Clínico Asistencial, el Consejo Social y la Comisión Sociosanitaria. Respuesta B.
Común C2 (AUX + ADM);114;comun-t04_45;"Según el Artículo 8.m del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿a qué dirección corresponde ""orientar la gestión desde una visión integradora empoderando la atención primaria""?";Dirección de Atención Integrada.;Dirección Gerencia.;Dirección de Enfermería.;Dirección Económico-Financiera.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 8.m Decreto 100/2018: La función de 'orientar la gestión desde una visión integradora empoderando la atención primaria' corresponde a la DIRECCIÓN DE ATENCIÓN INTEGRADA. Respuesta A.
Común C2 (AUX + ADM);120;comun-t04_51;Según el Artículo 19.1 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿quién ejerce la presidencia del Consejo Clínico Asistencial?;La persona titular de la Dirección Gerencia.;La persona titular de la Dirección Médica.;La persona titular de la Dirección de Enfermería.;La persona de mayor antigüedad en la vocalía de Atención Primaria.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 5 Decreto 100/2018: Las OSI se crean mediante Decreto del Consejo de Gobierno a propuesta del Consejero de Salud, previo informe del Consejo de Administración de Osakidetza. Respuesta B.
Común C2 (AUX + ADM);122;comun-t04_53;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, todos los derechos y obligaciones establecidos son exigibles:;En relación a todas las acciones de carácter sanitario, incluyendo docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o privada o concertados de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración y se rigen por su normativa específica.;En relación a todas las acciones de carácter sanitario, incluyendo docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o concertados que integran el sistema sanitario de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración y se rigen por su normativa específica.;En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o privada o concertados de Euskadi.;En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o concertados que integran el sistema sanitario de Euskadi.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 147/2015: Se reconoce el derecho a presentar quejas, reclamaciones y sugerencias, y a recibir respuesta por escrito en un plazo razonable. La B es correcta al recoger el procedimiento de reclamaciones en el sistema sanitario vasco. Respuesta B.
Común C2 (AUX + ADM);124;comun-t04_55;El Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, distingue bloques de derechos relacionados con los siguientes ámbitos:;"Relaciones asistenciales; participación responsable en la gestión de la propia salud; organización y gestión del sistema sanitario de Euskadi; políticas sanitarias específicas; asistencia sanitaria específica vinculada a la infancia y adolescencia; asistencia sanitaria específica referida a la salud sexual y reproductiva; asistencia sanitaria específica referida a las personas mayores; asistencia sanitaria específica referida al final de la vida; participación en la investigación biomédica; obtención de la Tarjeta Individual Sanitaria.";"Relaciones asistenciales; participación responsable en la gestión de la propia salud; organización y gestión del sistema sanitario de Euskadi; políticas sanitarias específicas; asistencia sanitaria específica vinculada a la infancia y adolescencia; asistencia sanitaria específica referida a la salud sexual y reproductiva; asistencia sanitaria específica referida a las personas mayores; asistencia sanitaria específica referida al final de la vida; derechos en relación con la docencia del personal sanitario, obtención de la Tarjeta Individual Sanitaria.";"Relaciones asistenciales; participación responsable en la gestión de la propia salud; organización y gestión del sistema sanitario de Euskadi; políticas sanitarias específicas; asistencia sanitaria específica vinculada a la infancia y adolescencia; asistencia sanitaria específica referida a la salud sexual y reproductiva; asistencia sanitaria específica referida a las personas mayores; asistencia sanitaria específica referida al final de la vida; medidas de salud pública; obtención de la Tarjeta Individual Sanitaria.";"Relaciones asistenciales; participación responsable en la gestión de la propia salud; organización y gestión del sistema sanitario de Euskadi; políticas sanitarias específicas; asistencia sanitaria específica vinculada a la infancia y adolescencia; asistencia sanitaria específica referida a la salud sexual y reproductiva; asistencia sanitaria específica referida a las personas mayores; asistencia sanitaria específica referida al final de la vida; obtención de la Tarjeta Individual Sanitaria.";C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Ámbitos D.147/2015 incluyen investigación biomédica.
Común C2 (AUX + ADM);135;comun-t04_66;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, los Servicios de Atención a Pacientes y personas Usuarias:;Estarán disponibles en las Organizaciones de Servicios Sanitarios de OsakidetzaServicio Vasco de Salud, los centros sanitarios concertados, los centros privados y el departamento competente en materia de sanidad.;Estarán disponibles en las Organizaciones de Servicios Sanitarios de OsakidetzaServicio Vasco de Salud, los centros sanitarios concertados y el departamento competente en materia de sanidad, pero no existe previsión en relación con los centros privados.;Estarán disponibles en las Organizaciones de Servicios Sanitarios de OsakidetzaServicio Vasco de Salud, pero no existe previsión en relación con los centros concertados, ni con los privados ni con el departamento competente en materia de sanidad.;Estarán disponibles en las Organizaciones de Servicios Sanitarios de OsakidetzaServicio Vasco de Salud y en los centros sanitarios concertados y privados, pero no existe previsión en relación con el departamento competente en materia de sanidad.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 147/2015: Se reconoce el derecho a presentar quejas, reclamaciones y sugerencias, y a recibir respuesta por escrito en un plazo razonable. La B es correcta al recoger el procedimiento de reclamaciones en el sistema sanitario vasco. Respuesta B.
Común C2 (AUX + ADM);135;comun-t04_68;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, los Servicios de Atención a Pacientes y personas Usuarias:;Registrarán todas las reclamaciones y solicitudes que se presenten ante ellos, con independencia del centro, servicio o establecimiento sanitario destinatario de las mismas.;Registrarán todas las reclamaciones y solicitudes que se presenten ante ellos, si es que el destinatario de las mismas es el centro, servicio o establecimiento del que dependan.;"Registrarán todas las solicitudes que se presenten ante ellos, con independencia del centro, servicio o establecimiento sanitario destinatario de las mismas; y todas las reclamaciones, si es que el destinatario de las mismas es el centro, servicio o establecimiento del que dependan.";"Registrarán todas las reclamaciones que se presenten ante ellos, con independencia del centro, servicio o establecimiento sanitario destinatario de las mismas; y todas las solicitudes si es que el destinatario de las mismas es el centro, servicio o establecimiento del que dependan.";B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 147/2015: Se reconoce el derecho a presentar quejas, reclamaciones y sugerencias, y a recibir respuesta por escrito en un plazo razonable. La B es correcta al recoger el procedimiento de reclamaciones en el sistema sanitario vasco. Respuesta B.
Común C2 (AUX + ADM);138;comun-t04_69;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, las reclamaciones contra las personas usuarias de los centros, servicios y establecimientos sanitarios se tramitarán:;Por el procedimiento que elija la persona que interpone la reclamación.;Por el procedimiento vigente para ello.;Por el mismo procedimiento previsto para las reclamaciones contra actuaciones del personal.;El enunciado de la pregunta es incorrecto porque la norma citada no prevé reclamaciones contra las personas usuarias, aunque sí contra el personal profesional sanitario.;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 41 Decreto 147/2015: Las reclamaciones contra las personas usuarias se tramitarán 'por el PROCEDIMIENTO VIGENTE PARA ELLO.' La norma sí prevé este tipo de reclamaciones. Respuesta B.
Común C2 (AUX + ADM);149;comun-t08_9;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, se otorgará el consentimiento por representación:;Como regla general, cuando la persona paciente sea menor de edad, salvo que no sea capaz intelectual ni emocionalmente de comprender el alcance de la intervención.;Como regla general, cuando la persona paciente sea menor de dieseis años, salvo que no sea capaz intelectual ni emocionalmente de comprender el alcance de la intervención.;Como regla general, cuando la persona paciente sea menor de edad.;Como regla general, cuando la persona paciente sea menor de dieciséis años.;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 9.3: consentimiento por representación como regla general en menores.
Común C2 (AUX + ADM);152;comun-t08_12;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, el acceso a la historia clínica con fines judiciales, epidemiológicos, de salud pública, de investigación o de docencia:;Obliga a preservar los datos de identificación personal de la persona paciente, separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato, salvo que quien sea titular de dichos datos haya dado su consentimiento para no separarlos o exista autorización judicial.;Obliga a solicitar el consentimiento de la persona paciente y a preservar sus datos de identificación personal separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato.;Obliga a preservar los datos de identificación personal de la persona paciente, separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato, salvo que el Comité de Ética haya otorgado su autorización para no separarlos.;Obliga a preservar los datos de identificación personal de la persona paciente, separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato, salvo que quien sea titular de dichos datos haya dado su consentimiento para no separarlos, si bien existen excepciones a esta regla.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 6 Ley 41/2002: 'El médico responsable del paciente tiene la obligación de informarle... sobre el diagnóstico, pronóstico y alternativas de tratamiento.' La persona responsable de dar la información asistencial es el MÉDICO RESPONSABLE. Respuesta A.
Común C2 (AUX + ADM);162;comun-t09_6;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, el documento de voluntades anticipadas:;"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas; o ante dos testigos.";"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas; o ante tres testigos.";"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la Comunidad Autónoma del País Vasco; o ante dos testigos.";"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la Comunidad Autónoma del País Vasco; o ante tres testigos.";B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Procedimientos: Registro/Centros + 2 testigos.
Común C2 (AUX + ADM);166;comun-t09_10;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, la voluntad de la persona prevalece sobre las instrucciones contenidas en el documento de voluntades anticipadas ante cualquier intervención clínica siempre que:;La persona otorgante conserve su capacidad y su libertad de actuación.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca o a través de la persona interlocutora designada al efecto.;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Prevalece voluntad inequívoca ante interlocutor.
Común C2 (AUX + ADM);173;comun-t10_3;Con relación al tratamiento de los datos personales de una persona menor de edad, señale la respuesta correcta:;Únicamente podrá fundarse en su consentimiento cuando sea mayor de dieciséis años.;La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales no prevé que las personas menores de edad puedan dar su consentimiento válidamente a estos efectos.;Únicamente podrá fundarse en su consentimiento cuando sea mayor de catorce años.;El tratamiento de los datos de las personas menores de dieciséis años, fundado en el consentimiento, solo será lícito si consta el consentimiento de quienes ejercen la patria potestad o tutela, con el alcance que dichas personas determinen.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 7 LO 3/2018: El tratamiento de datos personales de menores requiere el consentimiento de sus padres o tutores cuando el menor sea menor de 14 años. Los mayores de 14 años pueden consentir por sí mismos. La A recoge correctamente este umbral de 14 años. Respuesta A.
Común C2 (AUX + ADM);179;comun-t10_9;Señale la respuesta correcta respecto a la Agencia Española de Protección de Datos:;Su denominación oficial es “Agencia Española de Protección de Datos, Autoridad Administrativa Independiente”.;Es una entidad administrativa de ámbito estatal sin personalidad jurídica propia.;Su denominación oficial es “Agencia Española de Protección de Datos”.;Se relaciona con el Gobierno a través de la Presidencia del Gobierno.;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;LO 3/2018 y RGPD: La Agencia Española de Protección de Datos (AEPD) es la autoridad de control independiente, con personalidad jurídica propia y plena capacidad pública y privada. Actúa con plena independencia de los poderes públicos. La C recoge correctamente sus características. Respuesta C.
Común C2 (AUX + ADM);180;comun-t10_10;Respecto al procedimiento de nombramiento de la Presidencia de la Agencia Española de Protección de Datos, señale la respuesta correcta:;Será nombrada por el Gobierno, a propuesta del Ministerio de Justicia, y estará auxiliada por dos personas adjuntas.;Su nombramiento debe ser ratificado por la Comisión de Justicia del Congreso de los Diputados por mayoría absoluta de sus integrantes en primera votación.;Su nombramiento debe ser ratificado por la Comisión de Justicia del Congreso de los Diputados por mayoría de tres quintos de sus integrantes en primera votación.;Será nombrada por el Parlamento mediante Ley.;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 28 RGPD: Cuando el tratamiento se realice por cuenta del responsable, este solo utilizará encargados que ofrezcan garantías suficientes. Las relaciones entre responsable y encargado deben regularse mediante un contrato u otro acto jurídico. Respuesta B.
Común C2 (AUX + ADM);198;comun-t12_7;¿Cuántas personas aproximadamente, entre expertas, profesionales, entidades y ciudadanía, contribuyeron en la elaboración del Plan de Salud Euskadi 2030?;Cerca de 50 personas.;Menos de 100 personas.;Cerca de 200 personas.;Más de 300 personas.;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Plan de Salud Euskadi 2030 (introducción): En la elaboración del plan participaron aproximadamente 3.000 personas (expertas, profesionales, entidades y ciudadanía). La D recoge este dato numérico correcto. Respuesta D.
Común C2 (AUX + ADM);202;comun-t12_11;Dentro del Objetivo General 5 del Plan de Salud Euskadi 2030, ¿cuáles son las características que deben definir al sistema de salud pública para responder a los nuevos retos?;Estratégico, descentralizado, participativo y eficiente.;Flexible, sólido, ágil y escalable.;Universal, equitativo, transparente y tecnológico.;Resiliente, preventivo, comunitario e integral.;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Plan de Salud Euskadi 2030, OG5: El sistema sanitario debe ser sostenible, resiliente e innovador. La D recoge estas tres características principales. Respuesta D.
Común C2 (AUX + ADM);234;comun-t14_4;¿A qué periodos correspondieron las dos estrategias previas de seguridad de paciente publicadas en Euskadi, de las cuales esta Estrategia 20-30 es la tercera?;2008-2012 y 2013-2017.;2010-2015 y 2016-2020.;2013-2016 y 2017-2020.;2018-2021 y 2022-2025.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030: Las dos estrategias previas correspondieron a los periodos 2009-2012 y 2013-2016. La A recoge correctamente ambos periodos. Respuesta A.
Común C2 (AUX + ADM);237;comun-t14_7;¿Cuál es el enfoque principal de la Línea de Acción Corporativa L2 de la “Estrategia de Seguridad del Paciente 20-30”?;Implicación de pacientes en su seguridad.;Conciliación de la medicación.;Atención a las segundas y terceras víctimas.;Gestión de los incidentes de seguridad.;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030, L2: La L2 se centra en la comunicación y la notificación de incidentes de seguridad, fomentando una cultura de aprendizaje y no de castigo. La D recoge correctamente este enfoque. Respuesta D.
Común C2 (AUX + ADM);245;comun-t14_15;¿Cuántas Líneas de Acción Corporativas (L1 a L...) se definen en la Estrategia de Seguridad del Paciente 20-30?;14 líneas de acción.;15 líneas de acción.;16 líneas de acción.;17 líneas de acción.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030: Se definen 10 Líneas de Acción Corporativas (L1 a L10). La B es la respuesta correcta con este número. Respuesta B (10 líneas).
Común C2 (AUX + ADM);246;comun-t15_1;Según el diagnóstico del II Plan para la Igualdad de Mujeres y Hombres en Osakidetza, ¿qué porcentaje de mujeres y hombres, respectivamente, componía la plantilla total de Osakidetza en enero de 2025?;60% mujeres y 40% hombres;75% mujeres y 25% hombres;80% mujeres y 20% hombres;90% mujeres y 10% hombres;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;II Plan Igualdad Osakidetza 2025-2028: Según el diagnóstico, en enero de 2025 la plantilla de Osakidetza estaba compuesta por un 75% de mujeres y un 25% de hombres. Respuesta B.
Común C2 (AUX + ADM);252;comun-t15_7;¿Cuál es la Meta 5 establecida en el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028)?;Reducir la brecha de género existente en las medidas de conciliación para cuidados.;Capacitación en Igualdad, garantizando la formación progresiva del personal.;Igualdad Salarial, con el objetivo de reducir a la mitad las categorías que tienen una brecha retributiva > 5%.;Investigación, aumentando el número de investigaciones con perspectiva de género.;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;II Plan Igualdad Osakidetza 2025-2028: La Meta 5 es 'Salud'. Se centra en incorporar la perspectiva de género en la atención sanitaria y en la investigación en salud. La D es la respuesta correcta. Respuesta D.
Común C2 (AUX + ADM);260;comun-t16_5;En atención al III Plan de Normalización del Uso del Euskera en Osakidetza 2022-2028, señale la respuesta correcta:;“Aukeratu zeure hizkuntza/Elige tu lengua” es el lema de la campaña de activación del registro de la lengua preferente de cada paciente llevada a cabo en 2017. Se atribuye a todas las direcciones y gerencias de Osakidetza la responsabilidad de realizar la campaña con el lema “Aukeratu zeure hizkuntza/Elige tu lengua”.;c) “Aukeratu zeure hizkuntza/Elige tu lengua” es el lema de la campaña de activación del registro de la lengua preferente de cada paciente que realizará Osakidetza durante el primer año de planificación.;;“Aukeratu zeure hizkuntza/Elige tu lengua” es el lema de la campaña de activación del registro de la lengua preferente de cada paciente que realizará Osakidetza durante el tercer año de planificación.;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;III Plan Euskera Osakidetza 2022-2028: Los perfiles lingüísticos de los puestos de trabajo son requisitos de acreditación del nivel de euskera necesario para cada puesto. La C recoge correctamente la función y naturaleza de los perfiles lingüísticos. Respuesta C.
Común C2 (AUX + ADM);272;comun-t17_2;Según el Resumen Ejecutivo del Plan Oncológico Integral de Euskadi (POIE) 2025-2030, ¿de qué porcentaje de los fallecimientos en Euskadi fue responsable el cáncer en el año 2023?;22,3%;Menos del 15%;33,8%;28%;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;POIE 2025-2030 (Resumen Ejecutivo): El cáncer es responsable del 28% de las muertes en Euskadi, siendo la segunda causa de mortalidad. La C recoge correctamente este porcentaje. Respuesta C.
Común C2 (AUX + ADM);283;comun-t18_3;"Según la Ley Orgánica 3/2021, de 24 de marzo, de regulación de la eutanasia, ¿qué concepto define la ley como la ""administración directa a la persona paciente de una sustancia por parte del personal sanitario competente""?";Suicidio médicamente asistido.;Sedación paliativa profunda.;Eutanasia.;Asistencia para morir.;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 3.b LO 3/2021: La ley define como 'eutanasia' la 'administración directa a la persona paciente de una sustancia por parte del personal sanitario competente.' El suicidio médicamente asistido implica que el propio paciente se administra la sustancia. Respuesta C.
Común C2 (AUX + ADM);289;comun-t18_9;"Según la Ley Orgánica 3/2021, de 24 de marzo, de regulación de la eutanasia, ¿qué define como ""padecimiento grave, crónico e imposibilitante""?";Aquel que implica la existencia de sufrimiento físico o psíquico constante.;Aquel que genera una limitación que incide directamente sobre la autonomía física y capacidad de expresar su voluntad de la persona paciente.;La dependencia de otra persona para la realización de al menos dos actividades básicas de la vida diaria.;Una dolencia que ha sido declarada irreversible y con un pronóstico de vida inferior a seis meses.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 3.c LO 3/2021: 'Padecimiento grave e incurable' es la enfermedad o condición resultante de una patología que incapacita de forma permanente para las actividades de la vida diaria y que no responde a los tratamientos disponibles. La B recoge esta definición legal. Respuesta B.
Común C2 (AUX + ADM);290;comun-t18_10;Según la Ley Orgánica 3/2021, de 24 de marzo, de regulación de la eutanasia, ¿cuál es el plazo que tiene la persona facultativa responsable para comunicar la resolución favorable a la Comisión de Garantía y Evaluación para su posterior verificación?;Dentro de las 24 horas siguientes a la resolución.;Dentro del día siguiente natural a la resolución.;7 días desde la resolución favorable.;No existe un plazo establecido para esta comunicación.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 3 LO 3/2021: La ley distingue entre 'eutanasia' (médico administra directamente la sustancia) y 'suicidio médicamente asistido' (médico prescribe o suministra la sustancia pero la administra la propia persona). Respuesta B.
Común A2 / Técnico;10;tec-comun-t01_10;De acuerdo con la Ley 44/2003, de 21 de noviembre, de ordenación de las profesiones sanitarias, los centros sanitarios acreditados para desarrollar programas de formación continuada:;Deberán contar con jefaturas de estudios, con la coordinación docente y con el personal tutor de la formación que resulten adecuados en función de las actividades a desarrollar, así como con una figura de defensoría del alumnado.;Deberán contar una comisión de docencia, así como con jefaturas de estudios, coordinación docente y personal tutor de la formación que resulten adecuados en función de las actividades a desarrollar.;Deberán contar una comisión de docencia y con una figura de defensoría del alumnado, así como con jefaturas de estudios, coordinación docente y personal tutor de la formación que resulten adecuados en función de las actividades a desarrollar.;Todas las anteriores son incorrectas.;B;?;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 40 Ley 44/2003: los centros para formación de especialistas (no simplemente formación continuada) deben contar con comisión de docencia, jefatura de estudios y tutores. Ninguna opción describe exactamente lo que prevé la ley para formación continuada específicamente, que se regula de forma distinta.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;3;tec-comun-t01_3;Según la normativa vigente, el órgano encargado del Registro Estatal de Profesionales Sanitarios podrá (indíquese la que sea correcta):;Consultar los datos de carácter personal de la población profesional sanitaria contenidos en los archivos y ficheros del DNI y del NIE competencia del Ministerio del Interior, para contrastar la veracidad de la información que consta en el registro.;Consultar los datos de carácter personal de la población profesional sanitaria contenidos en los archivos y ficheros del DNI y del NIE competencia del Ministerio del Interior, para contrastar la veracidad de la información que consta en el registro, pero solo si la persona titular no se ha opuesto explícitamente.;Consultar los datos de carácter personal de los profesionales sanitarios contenidos en los archivos y ficheros del DNI y del NIE competencia del Ministerio del Interior, para contrastar la veracidad de la información que consta en el registro, pero solo si el titular de los datos da su consentimiento expreso.;Solo podrá consultar los datos de carácter personal de la población profesional sanitaria contenidos en los archivos y ficheros del DNI y del NIE en el curso de una investigación sobre una infracción administrativa.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 3 bis Ley 44/2003 (añadido por Ley 6/2023): El órgano del Registro Estatal de Profesionales Sanitarios podrá consultar los datos del DNI/NIE del personal sanitario ante el organismo competente en identificación de personas para verificar la autenticidad de los documentos aportados. Respuesta A.
Común A2 / Técnico;5;tec-comun-t01_5;Según la normativa de ordenación de las profesiones sanitarias, el personal profesional y las personas responsables de los centros sanitarios facilitarán a sus pacientes el ejercicio del derecho a conocer:;El nombre, la titulación, la especialidad y la hoja de servicios del personal sanitario que les atiende, así como la categoría y función de dicho personal, si así estuvieran definidas en su centro o institución.;El nombre, la titulación y la especialidad del personal sanitario que les atiende y su categoría, pero no su función en su centro o institución.;El nombre, la titulación y la especialidad del personal sanitario que les atiende, así como la categoría y función de dicho personal, si así estuvieran definidas en su centro o institución.;El nombre, la titulación y la especialidad del personal sanitario que les atiende, pero no su categoría y función en su centro o institución.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 5.1.c) Ley 44/2003: los pacientes tienen derecho a conocer el nombre, titulación y especialidad del profesional, así como la categoría y función si estuvieran definidas en su centro o institución. No incluye la hoja de servicios.
