Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaUGT;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común A2 / Técnico;20;tec-comun-t02_10;Según dispone la Ley 16/2003, de 28 de mayo, de cohesión y calidad del SNS, la declaración de actuaciones coordinadas en salud pública y seguridad alimentaria deberán encuadrarse en alguno de los supuestos siguientes:;Responder a situaciones de especial riesgo o alarma para la salud pública.;Establecer planes preventivos para hacer frente a situaciones de especial riesgo o alarma para la salud pública.;Realizar análisis epidemiológicos que permitan establecer estructuras y recursos según previsiones en salud pública.;Las respuestas a) y b) son verdaderas y la c) es falsa.;D;A;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 65 Ley 16/2003: actuaciones coordinadas para responder a riesgo/alarma (a) o establecer planes preventivos (b). Los análisis epidemiológicos (c) no son supuesto de declaración coordinada.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;21;tec-comun-t03_1;Según dispone la Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud, la ordenación del régimen personal estatutario de los servicios de salud se rige por una serie de principios y criterios. Señale cuales no están entre los mencionados por esta ley.;Sometimiento pleno a la ley y el derecho.;Igualdad, mérito, capacidad y promoción en el acceso a la condición de personal estatutario.;Integración en el régimen organizativo y funcional del servicio de salud y de sus centros e instituciones.;Coordinación, cooperación y mutua información entre las Administraciones sanitarias públicas.;D;B;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 2 Ley 55/2003: los principios son sometimiento pleno a la ley (a), integración en el régimen organizativo (c), coordinación y cooperación (d), entre otros. La opción B (""promoción en el acceso"") no figura literalmente como principio del art. 2; el art. 2 habla de igualdad, mérito y capacidad pero no incluye ""promoción"" en el acceso."
Común A2 / Técnico;24;tec-comun-t03_4;La pérdida de la condición de personal estatutario regulada en la Ley 55/2003, de 16 de diciembre, del Estatuto Marco, se produce:;Siempre en caso de pena de inhabilitación especial para empleo o cargo público, afecte o no al correspondiente nombramiento.;En caso de que se adopte la pena de inhabilitación absoluta sea firme o no.;En caso de que se adopte la pena de inhabilitación especial para la correspondiente profesión, siempre que esta exceda de seis años.;En caso de que se adopte la pena de inhabilitación especial para la correspondiente profesión, siempre que esta exceda de tres años.;A;C;B;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 26.1.e) Ley 55/2003: la pérdida de condición se produce por pena de inhabilitación especial para la profesión cuando excede de tres años (o absoluta firme, sin plazo).
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;29;tec-comun-t03_9;La pérdida de la condición de personal estatutario de los servicios de salud se produce cuando la incapacidad permanente sea declarada:;En grado de incapacidad permanente total para la profesión habitual.;En grado de incapacidad absoluta para todo trabajo.;En grado de gran invalidez.;Todas las respuestas son correctas.;C;D;D;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 26.1.c) Ley 55/2003: la extinción procede en los casos de incapacidad permanente total para la profesión habitual, absoluta o gran invalidez, según lo previsto en la normativa aplicable.
Común A2 / Técnico;30;tec-comun-t03_10;En el supuesto del personal estatutario de los servicios de salud:;El período de localización es aquel período de tiempo en el que el personal se encuentra únicamente en situación de disponibilidad.;Se considera período de descanso todo período de tiempo que no sea tiempo de trabajo.;El trabajo por turnos es una forma de organización del trabajo en equipo con arreglo al ritmo rotatorio y siempre de tipo continuo.;El período de localización es aquel período de tiempo en el que el personal se encuentra en situación de disponibilidad a los solos efectos de asegurar su posible localización.;D;B;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 49 Ley 55/2003: período de localización = período de disponibilidad a los solos efectos de asegurar la posible localización del profesional. No constituye tiempo de trabajo efectivo.
Común A2 / Técnico;31;tec-comun-t03_11;Para el personal estatutario de los servicios de salud, el período nocturno tendrá la siguiente duración:;Mínima de siete horas e incluirá necesariamente el período comprendido entre las cero y las cinco horas de cada día natural.;Mínima de ocho horas e incluirá necesariamente el período comprendido entre las cero y las cinco horas de cada día natural.;Mínima de ocho horas e incluirá necesariamente el período comprendido entre las doce y las cinco horas de cada día natural.;Mínima de siete horas e incluirá necesariamente el período comprendido entre las doce y las cinco horas de cada día natural.;B;A;A;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 49.5 Ley 55/2003: el período nocturno tendrá duración mínima de siete horas e incluirá necesariamente el período entre las cero y las cinco horas de cada día natural.
Común A2 / Técnico;32;tec-comun-t03_12;Según establece la Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud:;Resulta incompatible para el personal estatutario de los servicios de salud el ejercicio de las funciones sanitarias con cualquier otro tipo de funciones.;Al personal estatutario de los servicios de salud le resulta aplicable el mismo régimen de incompatibilidades establecido para el personal funcionario.;Atendiendo a lo que establezca la legislación vigente, el personal estatutario de los servicios de salud podrá compatibilizar las funciones sanitarias y docente.;Para el personal licenciado sanitario el complemento específico resulta irrenunciable.;D;C;C;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 54 Ley 55/2003: La jornada ordinaria de trabajo del personal estatutario será la que establezca cada Servicio de Salud, sin que pueda exceder de la jornada general del personal al servicio de la Administración Pública de la respectiva Comunidad Autónoma. Respuesta B.
Común A2 / Técnico;33;tec-comun-t03_13;La Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud regula el descanso semanal. Señale la respuesta que no es correcta:;El personal tendrá derecho a un período mínimo que siempre será fijo de descanso ininterrumpido con una duración media de 24 horas semanales.;El período de referencia para el cálculo del período de descanso semanal será de tres meses.;En el caso de que no se hubiera disfrutado del tiempo mínimo de descanso semanal en el período de tres meses se producirá una compensación a través del régimen de descansos alternativos.;El período de referencia para el cálculo del período de descanso semanal será de dos meses.;A;B;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 38 Ley 55/2003: La promoción interna temporal consiste en la ocupación transitoria de plazas de categoría superior, manteniéndose la relación estatutaria de origen. Tiene carácter excepcional y requiere cumplir los requisitos exigidos para el ingreso en la categoría superior. Respuesta C.
Común A2 / Técnico;35;tec-comun-t03_15;La excedencia voluntaria solicitada por el personal estatutario de los servicios de salud por interés particular exige haber prestado servicios efectivos en cualquiera de las Administraciones públicas durante:;Los cinco años inmediatamente anteriores.;Los cuatro años inmediatamente anteriores.;Los dos años inmediatamente anteriores.;Los tres años inmediatamente anteriores.;D;A;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 62.1 Ley 55/2003: la excedencia voluntaria por interés particular requiere haber prestado servicios efectivos durante los cinco años inmediatamente anteriores.
Común A2 / Técnico;41;tec-comun-t04_6;La Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi al contemplar los derechos y deberes ciudadanos, alude a:;La obligación de dejar constancia escrita de todo proceso diagnóstico o terapéutico.;La obligación de dejar constancia por cualquier medio de todo proceso diagnóstico.;La obligación de dejar constancia por cualquier medio de todo proceso diagnóstico o terapéutico.;No existe en la Ley ninguna previsión a este respecto, de modo que será el personal facultativo el que decida si el proceso diagnóstico o terapéutico debe quedar registrado.;C;A;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 10 Ley 8/1997: existe la obligación de dejar constancia por cualquier medio de todo proceso diagnóstico o terapéutico (no solo escrita, y abarca tanto diagnóstico como terapéutico).
Común A2 / Técnico;42;tec-comun-t04_7;El contrato-programa, tal y como establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi:;Es el instrumento jurídico mediante el que se articulan las relaciones entre el Gobierno Vasco y las organizaciones del ente público Osakidetza para la provisión de servicios sanitarios.;Es el instrumento jurídico mediante el que se articulan de manera directa las relaciones entre el Departamento competente en materia de sanidad y las organizaciones del ente público Osakidetza que tiene naturaleza jurídica de concierto.;Es el instrumento jurídico mediante el que se articulan de manera directa las relaciones entre el Departamento competente en materia de sanidad y las organizaciones del ente público Osakidetza que tiene naturaleza jurídica de un convenio de carácter especial.;Ninguna respuesta es correcta.;B;C;C;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 8 Ley 8/1997: El Consejo Vasco de Salud es el órgano consultivo y de participación en materia sanitaria del Gobierno Vasco, presidido por el Consejero competente en sanidad, e integrado por representantes de las Administraciones implicadas, de los agentes sociales y de las organizaciones de consumidores y usuarios. La C recoge esta configuración. Respuesta C.
Común A2 / Técnico;44;tec-comun-t04_9;Según establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi:;El Plan de Salud de Euskadi debe ser aprobado por el Parlamento Vasco.;El Departamento competente en materia de sanidad debe elaborar semestralmente y remitir al Parlamento un informe con la evaluación de los objetivos y determinaciones del Plan de Salud de Euskadi.;El Departamento competente en materia de sanidad debe elaborar anualmente y remitir al Parlamento un informe con la evaluación de los objetivos y determinaciones del Plan de Salud de Euskadi.;Son correctas las respuestas a) y c).;C;D;D;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 8 Ley 8/1997: El Consejo Vasco de Salud es el órgano consultivo y de participación en materia sanitaria del Gobierno Vasco, presidido por el Consejero competente en sanidad, e integrado por representantes de las Administraciones implicadas, de los agentes sociales y de las organizaciones de consumidores y usuarios. La C recoge esta configuración. Respuesta C.
Común A2 / Técnico;46;tec-comun-t04_11;En el ámbito territorial de la CAPV, las inspecciones necesarias para asegurar el cumplimiento de lo previsto en la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi y en el resto de la legislación sanitaria corresponde:;A la inspección de trabajo del País Vasco adscrita al Departamento de trabajo y empleo del Gobierno Vasco.;En todos los casos a las corporaciones locales de la Comunidad Autónoma.;Al Departamento competente en materia de sanidad.;La inspección en materia sanitaria no es competencia de la CAPV.;B;C;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 46 Ley 8/1997: las inspecciones sanitarias corresponden al Departamento competente en materia de sanidad del Gobierno Vasco.
Común A2 / Técnico;47;tec-comun-t04_12;Señale cuál de los siguientes criterios no está contemplado en la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi para la clasificación de las infracciones en leves, graves o muy graves:;La cuantía de la indemnización solicitada.;Los riesgos para la salud.;El grado de intencionalidad.;La gravedad de la alteración sanitaria y social producida.;D;A;A;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 48 Ley 8/1997: los criterios de graduación son: riesgo para la salud, grado de intencionalidad, gravedad de la alteración sanitaria y social. La cuantía de la indemnización solicitada no es un criterio de clasificación.
Común A2 / Técnico;48;tec-comun-t04_13;Según establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, en materia de sanciones señale la respuesta correcta:;Las infracciones serán sancionadas exclusivamente con sanción pecuniaria o económica.;En los casos de infracciones muy graves, el Gobierno Vasco podrá acordar el cierre temporal del establecimiento por un plazo máximo de cinco años.;Sin perjuicio de la multa que proceda imponer, en ciertos casos, la sanción económica que se imponga podrá ser incrementada hasta el triple de la cuantía del beneficio ilícito obtenido.;En los casos de infracciones muy graves, el Gobierno Vasco podrá acordar el cierre temporal del establecimiento por un plazo máximo de tres años.;A;B;C;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 49 Ley 8/1997: en determinados casos, la sanción económica puede incrementarse hasta el triple del beneficio ilícito obtenido. El cierre temporal máximo es 5 años (no 3), y las sanciones no son solo pecuniarias.
Común A2 / Técnico;49;tec-comun-t04_14;Según la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, las organizaciones a través de las que se procede a la provisión de servicios sanitarios con medios adscritos al ente público Osakidetza:;Realizarán su actividad bajo el principio de autonomía económico-financiera y de gestión.;Se configurarán como instituciones de titularidad privada y con personalidad jurídica propia.;Se crearán por ley como entidades de titularidad pública y con personalidad jurídica propia.;Para realizar su actividad dependen presupuestariamente del ente público Osakidetza.;D;A;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 29 Ley 8/1997: las organizaciones de servicios de Osakidetza realizan su actividad bajo el principio de autonomía económico-financiera y de gestión.
Común A2 / Técnico;50;tec-comun-t04_15;Respecto al personal sujeto al régimen estatutario que establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, señale la respuesta correcta:;Este vínculo estatutario se adquiere mediante el cumplimiento de dos requisitos: superación del proceso selectivo y nombramiento conferido por autoridad competente.;Los principios que rigen el procedimiento selectivo para la adquisición del vínculo estatutario son exclusivamente el de igualdad, mérito y capacidad.;Los instrumentos de clasificación del personal sujeto a este régimen estatutario son el grupo de titulación, el grupo profesional, la categoría y el puesto funcional que se desempeñe.;El grupo de titulación constituye el instrumento de clasificación del personal en base al agrupamiento unitario de las aptitudes profesionales y contenido específico de las tareas propias de la prestación.;D;C;C;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 34 Ley 8/1997: los instrumentos de clasificación del personal estatutario de Osakidetza son: grupo de titulación, grupo profesional, categoría y puesto funcional.
Común A2 / Técnico;52;tec-comun-t04_17;La función de nombrar y separar a quienes ocupen las Direcciones de División de la organización central del ente público corresponde a:;El Consejo de Administración del Ente.;La Dirección General del Ente.;La Presidencia del Ente.;Ninguno de los anteriores.;B;A;B;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Decreto 255/1997, art. 22: El nombramiento y separación de los Directores de División de la organización central de Osakidetza es competencia del Consejo de Administración, a propuesta del Director General. La app indica C (Director General) pero la competencia recae en el Consejo de Administración. Respuesta B.
Común A2 / Técnico;53;tec-comun-t04_18;La composición del Consejo del ente público Osakidetza-Servicio Vasco de Salud contará, además de la persona que ejerza la Presidencia:;Con cinco integrantes: uno a propuesta de Hacienda y Administración Pública, otro a propuesta de Bienestar Social y tres a propuesta de la persona titular de Sanidad.;Con cinco integrantes: uno a propuesta de Hacienda y Administración Pública, otro a propuesta de la Consejería de Presidencia y tres a propuesta de la persona titular de Sanidad.;Con cinco integrantes: dos a propuesta de Hacienda y Administración Pública y tres a propuesta de la persona titular de Sanidad.;Ninguna de los anteriores.;A;C;A;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 30 Ley 8/1997: el Consejo de Administración de Osakidetza incluye 5 miembros: 1 de Hacienda y AP, 1 de Bienestar Social y 3 del Departamento de Sanidad.
Común A2 / Técnico;54;tec-comun-t04_19;La propuesta de Plan Estratégico del ente público Osakidetza-Servicio Vasco de Salud:;Será formulada por la Dirección General del Ente.;Será aprobada por la Presidencia del Ente.;Será sometida a informe del Consejo de Administración del Ente.;Todas las anteriores son ciertas.;D;A;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 31 Ley 8/1997: la Dirección General formula el Plan Estratégico, la Presidencia lo aprueba, y el Consejo de Administración lo informa. Todas las afirmaciones son correctas.
Común A2 / Técnico;57;tec-comun-t04_22;Corresponde a la organización central de administración y gestión corporativa del ente público Osakidetza, en materia de gestión asistencial (señálese la respuesta incorrecta):;Supervisar el cumplimiento de las políticas generales de calidad y realizar auditorías.;Definir criterios generales y proponer la política de precios correspondiente a la prestación de servicios sanitarios incluida en la cobertura pública.;Coordinar los recursos y, en su caso, proponer medidas de intervención sobre las listas de espera.;Promover protocolos de interés general.;C;B;B;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La organización central de Osakidetza no tiene como función propia definir la política de precios para la cobertura pública (eso corresponde al Departamento de Sanidad). La opción B es la incorrecta.
Común A2 / Técnico;58;tec-comun-t04_23;Corresponde a la organización central de administración y gestión corporativa del ente público Osakidetza, en materia de gestión de recursos humanos (señálese la respuesta incorrecta):;Supervisar, controlar y evaluar las políticas de personal del Ente.;Promover acuerdos de cooperación con centros correspondientes a la sanidad privada.;Dirigir el funcionamiento del registro de personal.;Gestionar los procesos de selección y de provisión que el Consejo de Administración determine.;A;B;B;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La promoción de acuerdos de cooperación con centros de sanidad privada no es una función de gestión de RRHH de la organización central. La opción B es incorrecta en este contexto.
Común A2 / Técnico;59;tec-comun-t04_24;Corresponde a cada organización de servicios sanitarios del ente público Osakidetza el ejercicio de todas las facultades de gestión y administración que se requieran, quedando excluidas únicamente:;Aquellas facultades de gestión centralizada que los estatutos sociales atribuyen expresamente a la organización central del Ente Público y las competencias propias de otras instancias de acuerdo con las Leyes y Reglamentos vigentes.;Aquellas facultades de gestión centralizada que los estatutos sociales atribuyen expresamente a la Presidencia del Ente Público y las competencias propias de otras instancias.;Aquellas facultades de gestión centralizada que los estatutos sociales atribuyen expresamente al Consejo de Administración del Ente Público y las competencias propias de otras instancias.;Ninguna de las anteriores.;B;A;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 33 Ley 8/1997: cada organización de servicios tiene todas las facultades de gestión salvo las que los estatutos atribuyen expresamente a la organización central del ente y las competencias de otras instancias según las leyes.
Común A2 / Técnico;60;tec-comun-t04_25;El número de integrantes del equipo directivo de las organizaciones de servicios sanitarios del ente público Osakidetza:;Oscilará entre dos y tres.;Oscilará entre tres y cuatro.;Oscilará entre cuatro y cinco.;La normativa no establece un número determinado sino un máximo de cinco.;B;D;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Decreto 100/2018, art. 9: El equipo directivo de cada organización de servicios de Osakidetza está compuesto por cuatro miembros: el Director/a, el Director/a Médico/a, el Director/a de Enfermería y el Director/a de Gestión. Respuesta A (4 miembros).
Común A2 / Técnico;61;tec-comun-t04_26;La función de representar al ente público Osakidetza en la negociación colectiva del Acuerdo Marco de Condiciones de Trabajo del Personal corresponde a:;La organización central de administración y gestión corporativa del ente público Osakidetza.;La Presidencia del ente público Osakidetza.;El Consejo de Administración del ente público Osakidetza.;Ninguna de las anteriores.;D;A;A;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 32 Ley 8/1997: corresponde a la organización central (Dirección General) la representación del ente en la negociación colectiva del Acuerdo Marco de Condiciones de Trabajo.
Común A2 / Técnico;65;tec-comun-t04_30;En el ámbito de una organización de servicios sanitarios del ente público Osakidetza, presidir los Consejos Técnicos de participación profesional y promover su eficaz funcionamiento es una tarea que corresponde a:;La Dirección General del Ente.;Quien ostente la titularidad de la Dirección-Gerencia del Ente.;La Dirección Médica del Ente.;Ninguna de las anteriores.;B;C;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Dirección-Gerencia de cada organización de servicios preside los Consejos Técnicos de participación profesional y promueve su eficaz funcionamiento.
Común A2 / Técnico;68;tec-comun-t05_3;Según el Artículo 1 del Decreto 100/2018 de las OSI del ente público Osakidetza, ¿bajo qué principio fundamental actuarán las OSI?;Principio de coordinación territorial y sectorial.;Principio de jerarquía funcional única.;Principio de autonomía económico-financiera y de gestión.;Principio de centralización de todos los recursos.;A;C;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 1 Decreto 100/2018: las OSI actúan bajo el principio de autonomía económico-financiera y de gestión.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;77;tec-comun-t05_12;Según los Artículos 7 y 9 del Decreto 100/2018 de las OSI de Osakidetza, ¿cuál es un requisito obligatorio para el nombramiento de los cargos de dirección de una OSI?;Haber pertenecido al Consejo Clínico Asistencial durante al menos dos años.;Superar un examen de oposición específico para gerencia sanitaria.;Previa convocatoria pública donde se acredite titulación, capacidad y experiencia profesional.;Tener la condición de personal estatutario fijo en la categoría de técnico/a superior.;D;C;C;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Arts. 7 y 9 Decreto 100/2018: los cargos de dirección de las OSI requieren previa convocatoria pública donde se acrediten titulación, capacidad y experiencia profesional.
Común A2 / Técnico;78;tec-comun-t05_13;"Según el Artículo 8.m del Decreto 100/2018 de las OSI de Osakidetza, ¿a qué dirección corresponde ""orientar la gestión desde una visión integradora empoderando la atención primaria""?";Dirección de Atención Integrada.;Dirección Gerencia.;Dirección de Enfermería.;Dirección Económico-Financiera.;A;B;A;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 8.m Decreto 100/2018: la función de orientar la gestión desde una visión integradora empoderando la atención primaria corresponde a la Dirección de Atención Integrada.
Común A2 / Técnico;79;tec-comun-t05_14;De acuerdo con el Decreto 100/2018 de las OSI de Osakidetza, ¿con qué ámbito(s) adicional(es) debe coordinar su actividad la Dirección de Atención Integrada?;Con el ámbito de Recursos Humanos y con la Universidad.;Con el ámbito comunitario y socio-sanitario.;Únicamente con el sociosanitario.;Con las entidades locales y las empresas privadas de gestión.;D;B;B;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Decreto 100/2018: la Dirección de Atención Integrada coordina, además de primaria y hospitalaria, con el ámbito comunitario y socio-sanitario.
Común A2 / Técnico;80;tec-comun-t05_15;Según el Artículo 19.1 del Decreto 100/2018 de las OSI de Osakidetza, ¿quién ejerce la presidencia del Consejo Clínico Asistencial?;La persona titular de la Dirección Gerencia.;La persona titular de la Dirección Médica.;La persona titular de la Dirección de Enfermería.;La persona de mayor antigüedad en la vocalía de Atención Primaria.;D;B;A;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 19.1 Decreto 100/2018: la presidencia del Consejo Clínico Asistencial corresponde a la persona titular de la Dirección Gerencia de la OSI.
Común A2 / Técnico;81;tec-comun-t06_1;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, son titulares de los derechos y deberes recogidos en esta Declaración:;Todas las personas que accedan o utilicen las prestaciones y servicios sanitarios que se proporcionan por el sistema sanitario de Euskadi.;Todas las personas nacidas en Euskadi.;Todas las personas empadronadas en Euskadi.;Todas las respuestas anteriores son correctas.;D;A;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Decreto 147/2015: Se reconoce el derecho a presentar quejas, reclamaciones y sugerencias, y a recibir respuesta por escrito en un plazo razonable. La B es correcta al recoger el procedimiento de reclamaciones en el sistema sanitario vasco. Respuesta B.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;82;tec-comun-t06_2;Según el Decreto 147/2015, de 21 de julio, todos los derechos y obligaciones establecidos son exigibles:;En relación a todas las acciones de carácter sanitario, incluyendo docencia, en centros de titularidad pública o privada o concertados de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración.;En relación a todas las acciones de carácter sanitario, incluyendo docencia, en centros de titularidad pública o concertados del sistema sanitario de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración.;En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, en centros de titularidad pública o privada o concertados de Euskadi.;En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, en centros de titularidad pública o concertados del sistema sanitario de Euskadi.;B;C;A;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 3 Decreto 147/2015: los derechos son exigibles en centros de titularidad pública, privada o concertados de Euskadi, incluyendo docencia. La investigación biomédica se rige por su normativa específica.
Común A2 / Técnico;84;tec-comun-t06_4;A los efectos de la Declaración sobre Derechos y Deberes recogida en el Decreto 147/2015, de 21 de julio, se configuran las siguientes fases de la vida en las que se concretan necesidades específicas:;1. Neonatología, infancia y adolescencia. 2. Salud sexual y reproductiva, embarazo y parto. 3. Salud laboral. 4. Personas mayores y final de la vida.;1. Infancia y adolescencia. 2. Salud sexual y reproductiva. 3. Salud laboral. 4. Personas mayores.;1. Infancia. 2. Adolescencia, salud sexual y reproductiva. 3. Personas mayores. 4. Final de la vida.;1. Infancia y adolescencia. 2. Salud sexual y reproductiva. 3. Personas mayores. 4. Final de la vida.;A;D;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Decreto 147/2015: las fases específicas reconocidas son: infancia y adolescencia; salud sexual y reproductiva; personas mayores; y final de la vida."
Común A2 / Técnico;85;tec-comun-t06_5;Según el Decreto 147/2015, de 21 de julio, las personas pacientes y usuarias del Sistema Sanitario de Euskadi, en relación con la asistencia sanitaria específica referida al final de la vida, tienen derecho a:;Al acompañamiento de familiares y personas allegadas en los procesos con hospitalización.;Al uso, con carácter general, de habitación individual.;Al acompañamiento espiritual.;Todas las respuestas anteriores son correctas.;C;D;D;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Decreto 147/2015: en el ámbito del final de la vida, los derechos incluyen acompañamiento de familiares y allegados, habitación individual con carácter general y acompañamiento espiritual. Todas correctas.
Común A2 / Técnico;86;tec-comun-t06_6;Según el Decreto 147/2015, de 21 de julio, la persona paciente o usuaria:;Debe dejar por escrito las decisiones cuando sea legalmente exigible o recomendable.;Debe dejar por escrito las decisiones cuando se lo solicite el personal profesional que le atienda.;Debe dejar por escrito las decisiones cuando la política del centro sanitario así lo establezca.;Debe dejar por escrito las decisiones cuando puedan tener relevancia a efectos de responsabilidad legal.;C;A;A;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Decreto 147/2015: la persona paciente tiene la obligación de dejar constancia escrita de sus decisiones cuando así lo exija la ley o sea recomendable por las circunstancias del caso.
Común A2 / Técnico;90;tec-comun-t08_2;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, la información asistencial:;Como regla general se proporcionará verbalmente.;Como regla general se proporcionará por escrito.;Como regla general se proporcionará verbalmente y por escrito.;Como regla general se proporcionará por escrito cuando se trate de pacientes menores de edad.;B;A;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
Común A2 / Técnico;92;tec-comun-t08_4;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, garantiza el cumplimiento del derecho a la información asistencial:;La persona facultativa responsable de la persona paciente.;La persona facultativa responsable de la persona paciente y el personal profesional que le atienda durante el proceso asistencial o le aplique una técnica o un procedimiento concreto.;La persona facultativa responsable de la persona paciente y el personal de enfermería.;El centro sanitario.;A;B;B;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
