Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaUGT;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común C2 (AUX + ADM);134;comun-t04_65;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, la persona paciente o usuaria deberá de cumplir los siguientes deberes:;Facilitar de forma veraz sus datos de identificación y los referentes a su estado físico o de salud, así como colaborar en su obtención, especialmente cuando sean necesarios para el episodio asistencial o por razones de interés público debidamente motivadas, siempre que quede avalado por una orden judicial.;Facilitar de forma veraz sus datos de identificación y los referentes a su estado físico o de salud, así como colaborar en su obtención, especialmente cuando sean necesarios para el episodio asistencial o por razones de interés público debidamente motivadas, siempre se solicite por escrito.;Facilitar de forma veraz sus datos de identificación y los referentes a su estado físico o de salud, así como colaborar en su obtención, especialmente cuando sean necesarios para el episodio asistencial o por razones de interés público debidamente motivadas, siempre que se informe por escrito de las garantías implementadas en relación con la protección de la información.;Facilitar de forma veraz sus datos de identificación y los referentes a su estado físico o su salud, así como colaborar en su obtención, especialmente cuando sean necesarios para el episodio asistencial o por razones de interés público debidamente motivadas.;D;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Decreto 147/2015: Se reconoce el derecho a presentar quejas, reclamaciones y sugerencias, y a recibir respuesta por escrito en un plazo razonable. La B es correcta al recoger el procedimiento de reclamaciones en el sistema sanitario vasco. Respuesta B.
[AUTO-AUDIT 2026-03-31]: Corrected to D based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);136;comun-t04_67;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, son funciones de los Servicios de Atención a Pacientes y personas Usuarias:;Tramitar y responder a las iniciativas y sugerencias que formulen las personas usuarias y sus familiares.;Formular propuestas de mediación cuando la naturaleza del tema sobre el que verse la reclamación lo permita.;Comunicar a la dirección del centro, servicio o establecimiento sanitario la posible comisión de hechos o conductas que supongan el incumplimiento de los derechos y deberes de las personas usuarias.;Todas las respuestas anteriores son correctas.;D;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Decreto 147/2015: Se reconoce el derecho a presentar quejas, reclamaciones y sugerencias, y a recibir respuesta por escrito en un plazo razonable. La B es correcta al recoger el procedimiento de reclamaciones en el sistema sanitario vasco. Respuesta B.
[AUTO-AUDIT 2026-03-31]: Corrected to D based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);139;comun-t04_70;Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, las reclamaciones contra actuaciones del personal:;Se resolverán atendiendo a las normas disciplinarias específicas previa apertura, en su caso, del expediente informativo correspondiente, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;Se resolverán atendiendo a las normas disciplinarias generales previa apertura, en su caso, del expediente informativo correspondiente, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;Se resolverán atendiendo a las normas disciplinarias específicas previa apertura, en su caso, del expediente informativo y de expediente de mediación, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;Se resolverán atendiendo a las normas disciplinarias generales previa apertura, en su caso, del expediente informativo y de expediente de mediación, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;A;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Decreto 147/2015: Se reconoce el derecho a presentar quejas, reclamaciones y sugerencias, y a recibir respuesta por escrito en un plazo razonable. La B es correcta al recoger el procedimiento de reclamaciones en el sistema sanitario vasco. Respuesta B.
[AUTO-AUDIT 2026-03-31]: Corrected to A based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);141;comun-t08_1;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la documentación clínica es:;La información contenida en la historia clínica.;El soporte de cualquier tipo o clase que contiene un conjunto de datos e informaciones de carácter asistencial y la documentación relativa a las voluntades anticipadas.;El soporte de cualquier tipo o clase que contiene un conjunto de datos e informaciones de carácter asistencial y de investigación biomédica.;El soporte de cualquier tipo o clase que contiene un conjunto de datos e informaciones de carácter asistencial.;D;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected to D based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);143;comun-t08_3;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la información asistencial:;Como regla general se proporcionará verbalmente.;Como regla general se proporcionará por escrito.;Como regla general se proporcionará verbalmente y por escrito.;Como regla general se proporcionará por escrito cuando se trate de pacientes menores de edad.;A;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected to A based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);145;comun-t08_5;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, garantiza el cumplimiento del derecho a la información asistencial:;La persona facultativa responsable de la persona paciente;La persona facultativa responsable de la persona paciente y el personal profesional que le atienda durante el proceso asistencial o le aplique una técnica o un procedimiento concreto.;La persona facultativa responsable de la persona paciente y el personal de enfermería.;El centro sanitario.;B;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected to B based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);146;comun-t08_6;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la persona titular del derecho a la información asistencial es:;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita de manera expresa o tácita.;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita de manera expresa.;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita por escrito.;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho.;A;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected to A based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);147;comun-t08_7;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, cuando la persona paciente, según el criterio del personal facultativo que le asiste, carezca de capacidad para entender la información a causa de su estado físico o psíquico:;La información se pondrá en conocimiento de las personas vinculadas a la persona paciente por razones familiares o de hecho si así lo dispone la autoridad judicial.;La información se pondrá en conocimiento de las personas vinculadas a la persona paciente por razones familiares o de hecho, después de haber consultado al Comité de Ética Asistencial de Centro.;La información se pondrá en conocimiento de las personas vinculadas a la persona paciente por razones familiares o de hecho después de haber consultado con la dirección del centro.;La información se pondrá en conocimiento de las personas vinculadas a la persona paciente por razones familiares o de hecho.;D;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 9.3.a Ley 41/2002: En caso de riesgo para la salud pública o riesgo inmediato grave para la integridad física o psíquica del paciente, el facultativo puede actuar sin consentimiento. Pero si el paciente tuviera capacidad, debe ser informado. Los representantes actúan en ausencia de capacidad. Respuesta B.
Común C2 (AUX + ADM);148;comun-t08_8;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, cuando existe riesgo inmediato grave para la integridad física o psíquica de la persona enferma y no es posible conseguir su autorización:;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con el consentimiento de sus familiares.;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con el consentimiento de quien ostente la representación legal.;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con autorización judicial.;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, sin necesidad de contar con su consentimiento.;D;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 16 Ley 41/2002: Los usos de la historia clínica están regulados. El acceso de cada profesional se limita 'a los datos de la historia clínica relacionados con la asistencia que le haya prestado.' No hay acceso general de todo el personal del centro a todas las historias. Respuesta D.
Común C2 (AUX + ADM);149;comun-t08_9;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, se otorgará el consentimiento por representación:;Como regla general, cuando la persona paciente sea menor de edad, salvo que no sea capaz intelectual ni emocionalmente de comprender el alcance de la intervención.;Como regla general, cuando la persona paciente sea menor de dieseis años, salvo que no sea capaz intelectual ni emocionalmente de comprender el alcance de la intervención.;Como regla general, cuando la persona paciente sea menor de edad.;Como regla general, cuando la persona paciente sea menor de dieciséis años.;D;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 9.3: consentimiento por representación como regla general en menores.
Común C2 (AUX + ADM);151;comun-t08_11;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la historia clínica será archivada por:;Cada centro.;Cada servicio.;Cada sistema de salud.;Cada centro, servicio y sistema de salud.;A;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected to A based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);152;comun-t08_12;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, el acceso a la historia clínica con fines judiciales, epidemiológicos, de salud pública, de investigación o de docencia:;Obliga a preservar los datos de identificación personal de la persona paciente, separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato, salvo que quien sea titular de dichos datos haya dado su consentimiento para no separarlos o exista autorización judicial.;Obliga a solicitar el consentimiento de la persona paciente y a preservar sus datos de identificación personal separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato.;Obliga a preservar los datos de identificación personal de la persona paciente, separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato, salvo que el Comité de Ética haya otorgado su autorización para no separarlos.;Obliga a preservar los datos de identificación personal de la persona paciente, separados de los de carácter clinicoasistencial, de manera que, como regla general, quede asegurado el anonimato, salvo que quien sea titular de dichos datos haya dado su consentimiento para no separarlos, si bien existen excepciones a esta regla.;D;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 6 Ley 41/2002: 'El médico responsable del paciente tiene la obligación de informarle... sobre el diagnóstico, pronóstico y alternativas de tratamiento.' La persona responsable de dar la información asistencial es el MÉDICO RESPONSABLE. Respuesta A.
Común C2 (AUX + ADM);153;comun-t08_13;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la documentación clínica se conservará:;Como mínimo, tres años contados desde la fecha del alta de cada proceso asistencial.;Como mínimo, cinco años contados desde la fecha del alta de cada proceso asistencial.;Como mínimo, diez años contados desde la fecha del alta de cada proceso asistencial..;Como mínimo, quince años contados desde la fecha del alta de cada proceso asistencial.;B;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected to B based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);154;comun-t08_14;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, el acceso a la historia clínica de personas fallecidas:;No se facilitará a terceros, salvo que se trate de familiares de la persona fallecida.;Se facilitará a familiares salvo que la persona fallecida lo hubiese prohibido expresamente.;Se facilitará a familiares hasta el segundo grado, salvo que la persona fallecida lo hubiese prohibido expresamente.;Se facilitará a familiares hasta el tercer grado, salvo que la persona fallecida lo hubiese prohibido expresamente.;B;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected to B based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);159;comun-t09_4;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, en el documento de voluntades anticipadas:;Se podrá designar una o varias personas representantes para que sean interlocutoras válidas del personal facultativo o del equipo sanitario.;Se podrá designar exclusivamente una persona representante para que sea la interlocutora válida del personal facultativo o del equipo sanitario.;Se podrá designar una o varias personas representantes para que sean las interlocutoras válidas del personal facultativo o del equipo sanitario, si la persona paciente es menor de edad.;Se podrá designar una o varias personas representantes para que sean las interlocutoras válidas del personal facultativo o del equipo sanitario y facultarles para interpretar sus valores e instrucciones, si la persona paciente está incapacitada judicialmente. las;A;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 6 Ley 7/2002: representante para cualquier supuesto de incapacidad de expresión.
Común C2 (AUX + ADM);162;comun-t09_6;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, el documento de voluntades anticipadas:;"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas; o ante dos testigos.";"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas; o ante tres testigos.";"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la Comunidad Autónoma del País Vasco; o ante dos testigos.";"Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la Comunidad Autónoma del País Vasco; o ante tres testigos.";B;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Procedimientos: Registro/Centros + 2 testigos.
Común C2 (AUX + ADM);166;comun-t09_10;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, la voluntad de la persona prevalece sobre las instrucciones contenidas en el documento de voluntades anticipadas ante cualquier intervención clínica siempre que:;La persona otorgante conserve su capacidad y su libertad de actuación.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca o a través de la persona interlocutora designada al efecto.;B;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Prevalece voluntad inequívoca ante interlocutor.
Común C2 (AUX + ADM);167;comun-t09_11;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, en el documento de voluntades anticipadas se tendrán por no puestas:;Las instrucciones que en el momento de ser aplicadas resulten contrarias al ordenamiento jurídico.;Las instrucciones que en el momento de ser otorgadas resulten contrarias al ordenamiento jurídico.;Las respuestas a) y b) son correctas.;Las instrucciones que en el momento de ser aplicadas no se aprueben por el comité de ética del centro.;A;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 9: no puestas cuando contrarias al ordenamiento en momento de APLICACIÓN.
Común C2 (AUX + ADM);167;comun-t09_12;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, en el documento de voluntades anticipadas se tendrán por no puestas:;Las instrucciones que resulten contraindicadas para su patología.;Las instrucciones que en el momento de ser aplicadas resulten contrarias al ordenamiento jurídico.;Las instrucciones que no se correspondan con los tipos de supuestos previstos por la persona otorgante al formalizar el documento de voluntades anticipadas.;Todas las respuestas anteriores son correctas.;A;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 9: no puestas cuando contrarias al ordenamiento en momento de APLICACIÓN.
[AUTO-AUDIT 2026-03-31]: Corrected to A based on Kaixo/Osasun consensus."
Común C2 (AUX + ADM);173;comun-t10_3;Con relación al tratamiento de los datos personales de una persona menor de edad, señale la respuesta correcta:;Únicamente podrá fundarse en su consentimiento cuando sea mayor de dieciséis años.;La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales no prevé que las personas menores de edad puedan dar su consentimiento válidamente a estos efectos.;Únicamente podrá fundarse en su consentimiento cuando sea mayor de catorce años.;El tratamiento de los datos de las personas menores de dieciséis años, fundado en el consentimiento, solo será lícito si consta el consentimiento de quienes ejercen la patria potestad o tutela, con el alcance que dichas personas determinen.;C;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 7 LO 3/2018: El tratamiento de datos personales de menores requiere el consentimiento de sus padres o tutores cuando el menor sea menor de 14 años. Los mayores de 14 años pueden consentir por sí mismos. La A recoge correctamente este umbral de 14 años. Respuesta A.
Común C2 (AUX + ADM);179;comun-t10_9;Señale la respuesta correcta respecto a la Agencia Española de Protección de Datos:;Su denominación oficial es “Agencia Española de Protección de Datos, Autoridad Administrativa Independiente”.;Es una entidad administrativa de ámbito estatal sin personalidad jurídica propia.;Su denominación oficial es “Agencia Española de Protección de Datos”.;Se relaciona con el Gobierno a través de la Presidencia del Gobierno.;A;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;LO 3/2018 y RGPD: La Agencia Española de Protección de Datos (AEPD) es la autoridad de control independiente, con personalidad jurídica propia y plena capacidad pública y privada. Actúa con plena independencia de los poderes públicos. La C recoge correctamente sus características. Respuesta C.
Común C2 (AUX + ADM);180;comun-t10_10;Respecto al procedimiento de nombramiento de la Presidencia de la Agencia Española de Protección de Datos, señale la respuesta correcta:;Será nombrada por el Gobierno, a propuesta del Ministerio de Justicia, y estará auxiliada por dos personas adjuntas.;Su nombramiento debe ser ratificado por la Comisión de Justicia del Congreso de los Diputados por mayoría absoluta de sus integrantes en primera votación.;Su nombramiento debe ser ratificado por la Comisión de Justicia del Congreso de los Diputados por mayoría de tres quintos de sus integrantes en primera votación.;Será nombrada por el Parlamento mediante Ley.;C;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 28 RGPD: Cuando el tratamiento se realice por cuenta del responsable, este solo utilizará encargados que ofrezcan garantías suficientes. Las relaciones entre responsable y encargado deben regularse mediante un contrato u otro acto jurídico. Respuesta B.
Común C2 (AUX + ADM);181;comun-t11_1;Según el Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, respecto a la legitimidad para presentar una queja ante Emakunde-Instituto Vasco de la Mujer, señale la respuesta correcta:;La legitimidad se reconoce a cualquier persona o grupo de personas que se considere discriminada por razón de sexo, o quienes legítimamente les representen;La legitimidad se reconoce solo a quien ostente nacionalidad española.;Las personas jurídicas no están legitimadas para iniciar y tomar parte en el procedimiento en nombre o en apoyo de la persona que se considere discriminada.;Las asociaciones y organizaciones que tengan entre sus fines velar por el cumplimiento del principio de igualdad de trato de mujeres y hombres siempre están legitimadas para iniciar y tomar parte en el procedimiento en nombre o en apoyo de la persona que se considere discriminada.;A;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 1 DL 1/2023: El objeto del Decreto Legislativo 1/2023 es 'aprobar el Texto Refundido de la Ley para la Igualdad de Mujeres y Hombres, incorporando también las disposiciones en materia de violencia contra las mujeres.' Respuesta B.
Común C2 (AUX + ADM);185;comun-t11_5;Según el Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, respecto al principio de representación equilibrada, ¿en qué caso se permite excepcionalmente una presencia de mujeres superior al 60%?;En ningún caso.;Solo si no hay hombres capacitados en el sector.;Cuando sea acorde al objetivo de corregir la histórica situación de infrarrepresentación de las mujeres.;Si el órgano tiene menos de cuatro integrantes.;C;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 18 DL 1/2023: La composición de los órganos colegiados de la Administración Vasca debe respetar el principio de presencia equilibrada de mujeres y hombres, de forma que ningún sexo supere el 60% ni sea inferior al 40%. Respuesta B.
Común C2 (AUX + ADM);198;comun-t12_7;¿Cuántas personas aproximadamente, entre expertas, profesionales, entidades y ciudadanía, contribuyeron en la elaboración del Plan de Salud Euskadi 2030?;Cerca de 50 personas.;Menos de 100 personas.;Cerca de 200 personas.;Más de 300 personas.;C;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Plan de Salud Euskadi 2030 (introducción): En la elaboración del plan participaron aproximadamente 3.000 personas (expertas, profesionales, entidades y ciudadanía). La D recoge este dato numérico correcto. Respuesta D.
Común C2 (AUX + ADM);202;comun-t12_11;Dentro del Objetivo General 5 del Plan de Salud Euskadi 2030, ¿cuáles son las características que deben definir al sistema de salud pública para responder a los nuevos retos?;Estratégico, descentralizado, participativo y eficiente.;Flexible, sólido, ágil y escalable.;Universal, equitativo, transparente y tecnológico.;Resiliente, preventivo, comunitario e integral.;B;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Plan de Salud Euskadi 2030, OG5: El sistema sanitario debe ser sostenible, resiliente e innovador. La D recoge estas tres características principales. Respuesta D.
Común C2 (AUX + ADM);234;comun-t14_4;¿A qué periodos correspondieron las dos estrategias previas de seguridad de paciente publicadas en Euskadi, de las cuales esta Estrategia 20-30 es la tercera?;2008-2012 y 2013-2017.;2010-2015 y 2016-2020.;2013-2016 y 2017-2020.;2018-2021 y 2022-2025.;C;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030: Las dos estrategias previas correspondieron a los periodos 2009-2012 y 2013-2016. La A recoge correctamente ambos periodos. Respuesta A.
Común C2 (AUX + ADM);237;comun-t14_7;¿Cuál es el enfoque principal de la Línea de Acción Corporativa L2 de la “Estrategia de Seguridad del Paciente 20-30”?;Implicación de pacientes en su seguridad.;Conciliación de la medicación.;Atención a las segundas y terceras víctimas.;Gestión de los incidentes de seguridad.;C;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030, L2: La L2 se centra en la comunicación y la notificación de incidentes de seguridad, fomentando una cultura de aprendizaje y no de castigo. La D recoge correctamente este enfoque. Respuesta D.
Común C2 (AUX + ADM);245;comun-t14_15;¿Cuántas Líneas de Acción Corporativas (L1 a L...) se definen en la Estrategia de Seguridad del Paciente 20-30?;14 líneas de acción.;15 líneas de acción.;16 líneas de acción.;17 líneas de acción.;D;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030: Se definen 10 Líneas de Acción Corporativas (L1 a L10). La B es la respuesta correcta con este número. Respuesta B (10 líneas).
Común C2 (AUX + ADM);246;comun-t15_1;Según el diagnóstico del II Plan para la Igualdad de Mujeres y Hombres en Osakidetza, ¿qué porcentaje de mujeres y hombres, respectivamente, componía la plantilla total de Osakidetza en enero de 2025?;60% mujeres y 40% hombres;75% mujeres y 25% hombres;80% mujeres y 20% hombres;90% mujeres y 10% hombres;C;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;II Plan Igualdad Osakidetza 2025-2028: Según el diagnóstico, en enero de 2025 la plantilla de Osakidetza estaba compuesta por un 75% de mujeres y un 25% de hombres. Respuesta B.
Común C2 (AUX + ADM);252;comun-t15_7;¿Cuál es la Meta 5 establecida en el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028)?;Reducir la brecha de género existente en las medidas de conciliación para cuidados.;Capacitación en Igualdad, garantizando la formación progresiva del personal.;Igualdad Salarial, con el objetivo de reducir a la mitad las categorías que tienen una brecha retributiva > 5%.;Investigación, aumentando el número de investigaciones con perspectiva de género.;C;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;II Plan Igualdad Osakidetza 2025-2028: La Meta 5 es 'Salud'. Se centra en incorporar la perspectiva de género en la atención sanitaria y en la investigación en salud. La D es la respuesta correcta. Respuesta D.
Común C2 (AUX + ADM);272;comun-t17_2;Según el Resumen Ejecutivo del Plan Oncológico Integral de Euskadi (POIE) 2025-2030, ¿de qué porcentaje de los fallecimientos en Euskadi fue responsable el cáncer en el año 2023?;22,3%;Menos del 15%;33,8%;28%;D;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;POIE 2025-2030 (Resumen Ejecutivo): El cáncer es responsable del 28% de las muertes en Euskadi, siendo la segunda causa de mortalidad. La C recoge correctamente este porcentaje. Respuesta C.
Común C2 (AUX + ADM);283;comun-t18_3;"Según la Ley Orgánica 3/2021, de 24 de marzo, de regulación de la eutanasia, ¿qué concepto define la ley como la ""administración directa a la persona paciente de una sustancia por parte del personal sanitario competente""?";Suicidio médicamente asistido.;Sedación paliativa profunda.;Eutanasia.;Asistencia para morir.;D;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 3.b LO 3/2021: La ley define como 'eutanasia' la 'administración directa a la persona paciente de una sustancia por parte del personal sanitario competente.' El suicidio médicamente asistido implica que el propio paciente se administra la sustancia. Respuesta C.
